222,1.072992701
806,0.91588785
1681,0.980952381
2249,1.027633851
2988,0.963687151
3516,0.923478261
4055,1.013134378
5017,0.957448846
5593,0.938158147
6749,1.0
7354,0.961904762
7616,1.320114327
8182,1.122881356
9030,1.0
9825,1.006896552
10375,1.132616487
11030,0.918587896
11535,0.930232558
12315,1.000080652
12728,0.987878788
14266,0.98265896
15955,0.53125
17367,1.032448378
18138,1.088888889
19383,1.025714286
19407,1.005627345
19578,1.091445428
19638,1.439299124
19690,1.338912134
19772,1.003344482
19809,1.032
19886,1.151279199
19923,1.131526768
19951,1.282984531
20070,1.281407035
20232,1.306532663
20285,1.000071434
20358,1.101224562
20426,1.043478261
20458,0.953947368
20493,0.716723549
20529,1.461565836
20592,0.96958563
20619,1.035634744
20641,1.028688525
20672,1.148363636
20700,1.002004008
20738,1.013986014
20794,1.110275689
20821,1.075862069
20857,1.11653873
20905,0.828571429
20977,1.003636364
21024,0.955710956
21081,0.980196039
21097,1.0200204
21138,1.031518625
21177,1.001821494
21214,1.063481852
21245,1.191536748
21286,1.11827957
21320,1.000212811
21381,0.963391137
21433,1.0
21455,0.962343096
21497,0.957680251
21589,1.4160401
21632,1.055276382
21681,1.441102757
21723,1.026086957
21760,1.352818372
21777,0.964083176
21793,0.981785064
21830,1.013867488
21868,1.021167713
21894,1.063157895
21967,1.296089385
22007,1.007722008
22016,1.22244489
22046,1.275510204
22095,1.068090788
22127,1.317175975
22161,1.342022941
22172,1.199364575
22208,1.180257511
22235,1.390433815
22259,1.210045662
22289,0.991581035
22349,1.0
22379,1.180124224
22425,1.35678392
22463,1.140562249
22541,1.187613843
22599,1.561735261
22644,0.997272727
22689,1.100880705
22720,1.157697121
22763,1.060301508
22787,0.876095119
22817,1.366906475
22831,1.0
22850,0.882353979
22880,1.244488978
22933,1.32
23000,1.576805697
23044,1.0
23073,1.222339305
23108,1.183611533
23127,1.016419077
23165,1.034482759
23192,0.837887067
23272,1.111111111
23302,0.8875
23337,1.2
23370,1.268781302
23393,0.7875
23419,1.113580796
23457,1.0
23482,1.071849234
23550,1.36631331
23607,1.063829787
23651,0.96
23686,1.050505051
23699,1.15913556
23752,1.000002
23803,1.011326861
23840,0.988888889
23858,0.972413793
23901,1.014571949
23932,1.031839623
23974,1.038397329
24013,1.127246799
24053,1.109758717
24081,1.135437678
24112,1.086956522
24152,1.058870968
24199,1.118963486
24254,1.0
24295,1.0
24328,0.961341788
24344,1.0
24365,1.202086811
24401,0.897435897
24459,1.052700922
24482,1.0
24514,1.124352332
24541,0.949874687
24575,1.030927835
24606,0.901803607
24629,0.912280702
24657,1.073684211
24706,1.169916435
24739,0.927318296
24770,1.001001001
24805,1.0
24843,0.891783567
24875,1.012658228
24888,1.0
24946,0.88
25000,1.078954049
25043,1.072621035
25083,0.983606557
25096,1.094117647
25133,0.950118765
25168,1.128136219
25211,1.026004728
25231,1.0
25257,1.155778894
25304,1.087145591
25334,1.053540587
25366,1.082934495
25414,1.183970856
25437,1.0
25469,1.047305248
25499,1.135225376
25546,0.968819599
25585,0.986902928
25615,1.050724638
25645,1.053315995
25664,0.927835052
25699,1.121013446
25781,0.879828326
25844,0.932515337
25882,1.022222222
25902,0.9375
25931,1.091858038
25970,1.041666667
26003,1.284955752
26021,1.100358423
26071,1.171032357
26123,1.251303441
26163,1.055408971
26264,0.888888889
26296,0.971159506
26321,0.966629588
26351,1.101694915
26394,1.303441084
26462,1.135135135
26537,1.330567966
26627,1.386363636
26664,1.196078431
26731,1.001251564
26771,1.303441084
26806,0.950279494
26831,1.169102296
26847,1.386934673
26884,1.301075269
26907,0.881801126
26940,0.965665236
26984,1.263823065
27024,1.307420495
27060,1.030927835
27124,1.066833452
27152,1.0567297
27186,1.3671875
27227,1.133069829
27260,1.012024048
27287,1.035714286
27323,1.297491039
27368,1.0
27427,0.922746781
27447,1.145717464
27467,1.210350584
27500,1.055555556
27533,1.256281407
27584,1.037414966
27628,0.94
27659,0.995550612
27703,1.107184923
27751,1.131687243
27811,1.076190476
27832,0.95599393
27880,1.090909091
27897,1.23255814
27930,1.118556701
27964,1.0617018
27994,1.308724832
28064,2.37458194
28126,1.0
28158,0.991285403
28227,0.994382022
28256,0.990344828
28287,1.317411402
28358,1.221498371
28370,1.006
28410,1.017798063
28441,0.991983968
28460,0.901502504
28500,1.287758347
28540,1.068447412
28582,1.203703704
28609,1.222335401
28650,1.022506252
28723,1.051752922
28751,0.959488273
28802,1.135135135
28862,1.081081081
28896,0.941176471
28919,1.082164329
28942,1.020793951
28975,1.056
29016,1.067746686
29058,0.935185185
29088,1.336240062
29115,0.913043478
29142,1.173684211
29159,0.971168437
29212,1.034482759
29249,1.071428571
29263,0.94375118
29312,1.276315789
29358,0.985766494
29425,1.33933162
29506,0.960299801
29534,0.942028986
29577,1.068136273
29623,1.271860095
29643,1.09671848
29675,1.10460251
29707,0.94017094
29746,1.000125016
29772,0.946745562
29801,1.11827957
29822,1.118963486
29855,1.063953488
